Date;Energía final MWh;Mercado diario €/MWh;Mercado intradiario €/MWh;Restricciones €/MWh;Procesos OS €/MWh;Garantía potencia Pagos capacidad €/MWh;Total €/MWh;Coste s.interrrumpibilidad;Day;Precio cierre Brent;Precio apertura Brent;Precio Máximo Brent;Precio mínimo Brent;Tmax;Tmin;Tmed;Vmax;TPrec
2013-05-07;711755.1;45.17;-0.3;2.29;0.59;5.2;52.95;0.0;Martes;104.4;105.4;105.94;104.0;24.372623;13.598554;19.108723;17.46993;0.54821163
2013-05-08;706886.06;50.05;-0.48;3.03;1.13;5.23;58.96;0.0;Miércoles;104.34;104.11;104.8;103.53;24.171618;13.924416;19.068588;16.027378;0.33500755
2013-05-09;712014.94;51.04;-0.41;1.34;0.76;5.2;57.94;0.0;Jueves;104.47;104.44;104.6;103.45;23.007523;13.323574;18.14288;17.443392;2.0035484
2013-05-10;707860.44;46.06;-0.18;1.35;1.23;5.18;53.64;0.0;Viernes;103.91;104.35;104.45;101.56;22.321642;12.264773;17.353886;17.460852;0.044820618
2013-05-11;623204.7;46.15;-0.29;2.4;1.23;4.11;53.6;0.0;Sábado;103.91;104.35;104.45;101.56;21.945469;10.597996;16.243876;17.480986;0.0
2013-05-12;632133.06;33.07;-0.55;3.52;1.45;3.89;41.38;0.0;Domingo;103.91;104.35;104.45;101.56;21.988064;10.289457;16.20202;16.875385;0.007761007
2013-05-13;686433.4;46.65;-0.07;2.57;1.21;5.39;55.75;0.0;Lunes;102.82;103.26;103.86;102.25;23.63703;10.220709;16.994528;16.96497;0.02811706
2013-05-14;698634.0;49.11;-0.3;2.43;1.12;5.25;57.62;0.0;Martes;102.6;102.82;103.1;101.96;21.54977;11.625082;16.630888;20.20639;3.2021656
2013-05-15;692788.25;36.4;-0.14;3.52;1.09;5.17;46.05;0.0;Miércoles;103.68;102.7;103.82;101.2;16.996315;9.239842;13.162546;22.335299;6.8111567
2013-05-16;690805.94;39.9;-0.05;3.71;1.73;5.27;50.56;0.0;Jueves;103.8;103.74;104.4;102.95;16.01224;7.0247545;11.683795;23.778557;1.7765545
2013-05-17;670740.6;41.7;0.04;2.79;1.96;5.33;51.82;0.0;Viernes;104.64;103.87;104.87;103.35;15.261336;7.154713;11.267049;23.75977;5.7315702
2013-05-18;649201.06;28.4;-0.16;4.75;1.83;3.97;38.79;0.0;Sábado;104.64;103.87;104.87;103.35;15.690298;7.081107;11.432614;25.835459;4.3958583
2013-05-19;596988.44;40.13;-0.22;3.79;2.07;4.19;49.96;0.0;Domingo;104.64;103.87;104.87;103.35;16.787966;7.2771635;12.1413;20.3651;2.1744227
2013-05-20;662189.7;50.02;-0.15;4.01;1.22;5.46;60.56;0.0;Lunes;104.8;104.75;105.31;103.83;16.41491;6.7735023;11.649119;16.431295;0.8191963
2013-05-21;695053.1;50.91;0.03;2.7;1.37;5.29;60.29;0.0;Martes;103.91;104.78;105.15;103.51;17.185474;6.8880234;12.117709;17.514816;0.42820066
2013-05-22;725968.9;41.94;-0.05;3.39;0.91;5.09;51.28;0.0;Miércoles;102.6;103.52;103.79;102.22;21.950083;8.8744335;15.313852;20.863325;0.22915182
2013-05-23;732272.06;41.97;-0.19;3.36;0.74;5.03;50.91;0.0;Jueves;102.44;102.25;102.68;100.64;21.958055;9.525643;15.829259;21.08164;0.09548895
2013-05-24;711949.1;42.08;-0.25;5.01;1.48;5.06;53.38;0.0;Viernes;102.64;102.55;102.79;101.65;20.56076;8.758719;14.864083;20.73499;0.08978095
2013-05-25;643888.3;40.35;-0.38;4.79;0.92;3.98;49.65;0.0;Sábado;102.64;102.55;102.79;101.65;21.264841;8.478411;14.968709;19.41639;0.13187082
2013-05-26;591562.75;41.06;-0.29;5.41;0.81;4.16;51.15;0.0;Domingo;102.64;102.55;102.79;101.65;20.934448;8.698861;14.944528;19.585445;0.33951473
2013-05-27;672740.5;48.09;0.04;4.38;1.28;5.45;59.24;0.0;Lunes;102.62;102.52;102.65;102.1;19.615982;10.014369;14.987056;19.998346;1.147552
2013-05-28;703632.1;43.11;-0.27;3.6;0.91;5.17;52.52;0.0;Martes;104.23;102.51;104.69;102.48;19.0199;9.217061;14.207019;24.080442;1.2095956
2013-05-29;708537.44;38.41;0.0;4.18;0.92;5.17;48.69;0.0;Miércoles;102.43;104.32;104.37;102.17;18.608847;8.1948805;13.457724;26.010914;2.5066748
2013-05-30;680266.25;43.85;0.0;3.94;1.07;5.22;54.07;0.0;Jueves;102.19;102.4;102.85;101.08;19.469254;7.9610724;13.954261;21.405897;1.0253099
2013-05-31;694708.9;41.27;-0.26;3.83;0.97;5.12;50.93;0.0;Viernes;100.39;102.12;102.38;100.03;20.769018;9.530407;15.363754;23.352724;0.2598326
2013-06-01;656315.6;33.02;-0.44;4.81;1.49;3.9;42.78;0.0;Sábado;100.39;102.12;102.38;100.03;23.125927;9.753814;16.492481;21.03962;0.03081168
2013-06-02;649328.8;19.09;-0.39;6.53;2.35;3.74;31.32;0.0;Domingo;100.39;102.12;102.38;100.03;23.517164;10.125063;16.866482;18.719437;0.06255366
2013-06-03;700500.8;38.51;-0.16;5.44;1.94;5.45;51.18;0.0;Lunes;102.06;100.15;102.48;99.66;24.673298;9.800121;17.411293;17.170864;0.0
2013-06-04;702582.44;47.12;0.01;3.16;1.25;5.42;56.96;0.0;Martes;103.24;102.02;103.58;101.47;25.97987;10.501701;18.384163;17.23472;0.007118161
2013-06-05;701818.75;51.48;-0.16;2.6;0.97;5.45;60.35;0.0;Miércoles;103.04;103.48;104.07;102.85;25.768139;12.123443;19.021616;19.147642;0.053441424
2013-06-06;700746.5;49.47;-0.32;2.35;0.67;5.44;57.6;0.0;Jueves;103.61;102.94;103.95;102.81;23.76083;12.517649;18.125957;20.303318;0.7450702
2013-06-07;688082.8;49.33;-0.16;2.24;0.99;5.42;57.82;0.0;Viernes;104.56;103.65;105.01;102.89;21.150854;11.924727;16.672276;20.615791;1.8261788
2013-06-08;629211.75;45.96;-0.51;2.62;1.39;4.05;53.52;0.0;Sábado;104.56;103.65;105.01;102.89;19.454117;10.776224;15.19985;20.136951;4.940455
2013-06-09;627979.25;36.55;-0.98;3.73;1.5;3.89;44.67;0.0;Domingo;104.56;103.65;105.01;102.89;20.590103;11.297097;15.952087;21.215584;2.606489
2013-06-10;692355.5;45.93;-0.18;3.29;1.28;5.53;55.86;0.0;Lunes;103.95;104.56;104.76;103.66;23.805227;12.235336;18.139109;17.204521;0.07602565
2013-06-11;731935.9;46.9;-0.51;2.33;1.25;5.3;55.27;0.0;Martes;102.96;103.89;103.89;101.82;27.239613;13.2632265;20.313353;16.301264;0.03173389
2013-06-12;734587.94;50.55;-0.53;2.06;1.27;5.45;58.81;0.0;Miércoles;103.49;102.56;104.1;102.23;29.807953;14.786534;22.276154;15.042247;0.0
2013-06-13;744721.7;47.84;-0.42;3.16;0.94;5.46;56.98;0.0;Jueves;104.25;103.33;104.26;102.75;29.14203;15.850493;22.47219;18.019394;0.5125596
2013-06-14;736213.56;45.96;-0.31;1.89;1.43;5.48;54.45;0.0;Viernes;105.93;104.95;106.64;104.46;29.37267;15.255971;22.382822;18.745575;0.012009276
2013-06-15;653929.7;46.9;-0.19;1.47;1.19;4.27;53.63;0.0;Sábado;105.93;104.95;106.64;104.46;29.519009;15.029962;22.307165;16.290585;0.0
2013-06-16;635841.94;39.56;-0.32;3.92;2.01;4.18;49.35;0.0;Domingo;105.93;104.95;106.64;104.46;30.1425;14.983705;22.59864;19.01762;0.65075845
2013-06-17;698317.94;42.86;-0.13;3.73;1.67;7.67;55.8;0.0;Lunes;105.47;105.77;106.67;105.28;24.624815;14.796105;19.808294;22.0881;2.0005763
2013-06-18;695498.0;47.08;-0.04;2.14;1.4;7.45;58.03;0.0;Martes;106.02;105.66;106.24;105.11;21.433588;13.229709;17.418499;21.55035;3.1578236
2013-06-19;704674.1;48.27;-0.41;1.68;1.45;7.33;58.32;0.0;Miércoles;106.12;106.1;106.59;105.45;21.577967;12.164449;16.925442;18.764338;2.334552
2013-06-20;700360.25;49.66;0.11;1.63;1.19;7.46;60.05;0.0;Jueves;102.15;105.62;105.62;101.75;24.588285;12.012861;18.452032;16.770006;0.54093724
2013-06-21;685940.44;50.09;-0.21;1.63;1.1;7.5;60.11;0.0;Viernes;100.91;102.1;103.09;100.04;25.058361;13.172518;19.269281;17.388096;1.2408915
2013-06-22;644317.25;47.77;-0.35;1.51;1.42;4.18;54.54;0.0;Sábado;100.91;102.1;103.09;100.04;27.739191;12.859358;20.296541;16.625744;0.04442592
2013-06-23;651633.9;24.4;-0.35;3.82;1.98;3.93;33.78;0.0;Domingo;100.91;102.1;103.09;100.04;27.386463;14.354398;21.055552;19.875154;0.106522046
2013-06-24;686205.56;25.55;0.1;4.55;2.35;6.94;39.48;0.0;Lunes;101.16;100.61;101.64;99.67;26.713943;12.81268;19.976847;18.819576;0.0
2013-06-25;726343.9;38.92;-0.08;2.95;1.74;7.25;50.77;0.0;Martes;101.26;101.0;102.08;100.7;27.51681;13.642883;20.680807;18.346502;0.0
2013-06-26;735672.75;38.5;-0.15;2.93;1.37;7.25;49.89;0.0;Miércoles;101.66;101.1;101.89;100.25;27.39807;14.016342;20.827583;19.386557;0.0
2013-06-27;750696.4;35.67;0.25;3.84;1.67;7.15;48.57;0.0;Jueves;102.82;101.66;103.34;101.66;27.280077;14.10332;20.798546;19.392433;0.0
2013-06-28;731555.6;40.47;-0.13;2.9;1.68;7.21;52.13;0.0;Viernes;102.16;102.76;103.44;101.87;27.384008;13.77365;20.85986;19.06722;0.0
2013-06-29;688068.06;31.43;-0.15;3.21;1.74;4.02;40.25;0.0;Sábado;102.16;102.76;103.44;101.87;28.770205;14.1695;21.59368;19.024405;0.0
2013-06-30;652965.2;29.2;0.04;4.46;2.23;4.02;39.96;0.0;Domingo;102.16;102.76;103.44;101.87;29.949358;15.191068;22.683493;16.806198;0.0
2013-07-01;736308.6;45.53;0.08;1.97;1.05;7.57;56.19;0.0;Lunes;103.0;101.9;103.71;101.63;29.105381;16.218956;22.618717;19.725481;0.11567473
2013-07-02;737327.9;49.59;0.14;1.46;0.92;7.55;59.66;0.0;Martes;104.0;102.92;104.12;102.91;28.696144;16.85719;22.798048;17.369951;0.03819479
2013-07-03;759757.94;50.88;0.04;1.43;0.93;7.46;60.73;0.0;Miércoles;105.76;104.18;106.03;104.18;30.034739;16.511253;23.512001;16.714615;0.0223923
2013-07-04;796766.6;48.65;-0.09;1.39;0.97;7.25;58.17;0.0;Jueves;105.54;105.85;105.99;104.91;31.376272;18.042835;24.778387;18.28355;0.02643671
2013-07-05;794946.0;44.61;-0.05;1.63;1.37;7.25;54.82;0.0;Viernes;107.72;105.54;107.88;105.38;32.115803;17.915047;25.008757;18.055817;0.0
2013-07-06;729433.25;44.02;0.1;1.35;1.35;4.16;50.98;0.0;Sábado;107.72;105.54;107.88;105.38;32.623093;17.676064;25.18231;16.45682;0.0
2013-07-07;683462.1;39.36;0.02;2.69;1.23;4.25;47.55;0.0;Domingo;107.72;105.54;107.88;105.38;33.414993;17.670631;25.511007;16.175535;0.0
2013-07-08;785653.8;46.89;0.06;2.01;1.26;7.51;57.74;0.0;Lunes;107.43;108.0;108.04;106.79;33.351917;18.233202;25.846128;17.14229;0.0039926865
2013-07-09;808218.94;48.66;0.08;1.34;1.26;7.4;58.75;0.0;Martes;107.81;107.27;108.26;106.85;33.03661;18.44589;25.747784;18.955894;0.28988147
2013-07-10;814222.2;50.9;0.12;1.51;1.19;7.37;61.09;0.0;Miércoles;108.51;108.12;108.69;107.71;32.630703;18.275434;25.527784;20.476923;0.29842257
2013-07-11;799937.44;54.48;0.02;1.09;1.12;7.43;64.14;0.0;Jueves;107.73;108.24;108.93;107.02;31.49449;18.036507;24.901989;17.599949;0.2210036
2013-07-12;801405.9;62.44;0.03;0.84;1.12;7.32;71.74;0.0;Viernes;108.81;107.33;109.14;107.28;31.336342;18.022232;24.747633;18.30972;0.1502051
2013-07-13;738911.1;58.84;-0.18;0.63;1.05;4.12;64.46;0.0;Sábado;108.81;107.33;109.14;107.28;30.679962;18.180973;24.552639;18.628805;0.31524256
2013-07-14;679247.44;54.0;-0.25;0.98;1.51;4.13;60.38;0.0;Domingo;108.81;107.33;109.14;107.28;30.237616;17.23411;23.836496;19.284729;0.1461987
2013-07-15;779527.4;57.07;0.02;0.88;1.42;7.49;66.89;0.0;Lunes;109.09;108.99;109.26;107.96;30.908415;17.151928;24.073431;16.99269;0.10745852
2013-07-16;799116.8;56.99;-0.05;0.73;1.22;7.31;66.21;0.0;Martes;109.4;109.05;109.72;108.63;31.36078;17.575321;24.665401;17.362364;0.37346914
2013-07-17;804401.75;56.57;-0.07;0.78;1.34;7.32;65.95;0.0;Miércoles;108.61;107.9;108.74;107.3;31.47761;17.879398;24.780527;17.166481;0.06679195
2013-07-18;797355.94;54.8;-0.01;0.83;1.08;7.37;64.07;0.0;Jueves;108.7;108.63;108.87;108.03;31.236208;17.399012;24.35476;18.046762;1.361869
2013-07-19;784717.2;57.35;-0.07;0.87;1.15;7.41;66.72;0.0;Viernes;108.07;108.73;109.18;107.01;31.527182;17.471428;24.534634;17.561975;0.2574289
2013-07-20;710827.1;51.31;0.02;0.73;1.18;4.25;57.49;0.0;Sábado;108.07;108.73;109.18;107.01;31.147938;18.362177;24.887835;19.236645;0.6274524
2013-07-21;662376.1;50.55;-0.04;1.17;1.51;4.23;57.42;0.0;Domingo;108.07;108.73;109.18;107.01;30.386736;18.138975;24.27558;19.587812;0.85167503
2013-07-22;760238.2;58.19;-0.05;0.84;1.21;7.68;67.87;0.0;Lunes;108.15;108.3;108.68;107.55;31.348381;17.478777;24.651037;16.18603;0.112761185
2013-07-23;784820.5;57.74;-0.03;0.73;1.04;7.47;66.95;0.0;Martes;108.42;108.3;108.63;107.56;30.9067;18.266342;24.680584;17.933258;0.2936491
2013-07-24;785119.44;57.18;0.03;0.77;1.1;7.49;66.57;0.0;Miércoles;107.19;108.44;108.6;106.25;32.05149;17.84158;25.030247;15.57343;0.009014761
2013-07-25;782591.7;58.6;-0.32;0.57;1.11;7.27;67.23;0.0;Jueves;107.65;107.11;107.87;106.54;31.814772;18.577286;25.387362;17.69979;0.096059315
2013-07-26;779071.7;54.88;-0.13;0.97;1.06;7.27;64.05;0.0;Viernes;107.17;107.59;107.79;106.53;30.851957;18.40687;24.642653;18.84057;0.11069705
2013-07-27;700831.25;47.15;-0.14;1.31;1.84;4.27;54.41;0.0;Sábado;107.17;107.59;107.79;106.53;27.999493;17.87515;22.982517;20.704988;0.2583419
2013-07-28;656936.06;32.31;-0.1;3.22;2.2;4.21;41.84;0.0;Domingo;107.17;107.59;107.79;106.53;28.176155;17.075077;22.705853;21.85179;1.089907
2013-07-29;739635.5;51.32;0.03;1.48;2.14;7.33;62.31;0.0;Lunes;107.45;107.19;107.89;106.6;29.576637;15.183085;22.497517;17.338873;0.6508251
2013-07-30;745845.4;54.76;-0.1;1.16;1.28;7.33;64.44;0.0;Martes;106.91;107.45;107.56;106.54;31.717024;15.565028;23.81116;15.632301;0.0
2013-07-31;751266.8;52.01;-0.27;1.82;1.07;7.31;61.95;0.0;Miércoles;107.7;106.84;107.95;105.73;33.70958;17.322107;25.653461;18.328379;0.0
2013-08-01;783364.3;45.35;-0.16;2.04;1.3;4.57;53.09;0.0;Jueves;109.54;107.81;109.64;107.52;33.471786;18.050346;25.844193;19.975115;0.048516966
2013-08-02;769442.9;48.86;-0.18;1.73;0.87;4.68;55.96;0.0;Viernes;108.95;109.52;110.09;108.38;31.681206;18.93144;25.223537;20.734951;0.27568153
2013-08-03;657047.94;51.06;-0.02;1.68;1.08;4.42;58.22;0.0;Sábado;108.95;109.52;110.09;108.38;30.591211;17.756628;24.166922;18.001972;0.015290055
2013-08-04;612286.75;48.44;-0.22;1.52;1.31;4.4;55.45;0.0;Domingo;108.95;109.52;110.09;108.38;31.901127;16.876188;24.446196;15.759997;0.008275524
2013-08-05;717983.1;51.49;0.01;2.17;1.51;4.85;60.03;0.0;Lunes;108.7;109.09;109.44;107.55;31.666927;17.8083;24.869926;17.320839;0.01914526
2013-08-06;727242.06;51.74;-0.09;1.86;1.23;4.74;59.47;0.0;Martes;108.18;108.74;109.23;107.46;30.33254;18.261604;24.361582;19.239344;0.16822515
2013-08-07;719678.06;48.63;-0.1;1.78;1.14;4.66;56.1;0.0;Miércoles;107.44;108.07;108.16;107.07;28.843105;17.550076;23.281027;21.061821;1.220251
2013-08-08;711279.6;49.37;-0.15;2.11;1.06;4.54;56.92;0.0;Jueves;106.68;107.39;107.86;105.85;28.680643;15.7361555;22.249006;19.722672;0.8633277
2013-08-09;716106.44;48.19;-0.12;1.48;1.01;4.54;55.1;0.0;Viernes;108.22;106.81;108.32;106.6;30.946983;14.974436;23.080948;17.379856;0.0
2013-08-10;663807.44;43.73;-0.17;2.13;1.41;4.25;51.36;0.0;Sábado;108.22;106.81;108.32;106.6;32.131153;16.698927;24.44211;16.112091;0.0
2013-08-11;625436.4;41.15;-0.19;2.6;1.75;4.23;49.54;0.0;Domingo;108.22;106.81;108.32;106.6;33.243496;17.41447;25.417147;16.977407;0.0
2013-08-12;713954.7;47.22;0.09;1.75;1.49;4.67;55.21;0.0;Lunes;108.97;108.13;109.13;107.43;32.054684;18.561598;25.278395;20.728968;0.2657356
2013-08-13;724967.0;44.17;0.05;1.62;1.39;4.54;51.78;0.0;Martes;109.82;109.08;110.06;108.95;31.022581;18.407331;24.759392;18.015688;0.15129249
2013-08-14;719532.3;47.37;-0.03;1.95;1.46;4.55;55.3;0.0;Miércoles;110.2;109.51;110.36;109.05;31.518753;18.060364;24.962217;17.94313;0.0004990858
2013-08-15;654317.6;47.82;-0.12;1.29;1.57;4.25;54.81;0.0;Jueves;111.11;110.35;111.53;110.35;32.10188;18.170479;25.330988;15.784756;0.016345147
2013-08-16;666751.0;49.48;0.11;1.53;2.01;4.73;57.87;0.0;Viernes;110.4;109.42;110.7;109.17;31.786179;18.749908;25.265644;18.861088;0.32935435
2013-08-17;639567.06;50.11;0.08;1.3;1.38;4.42;57.29;0.0;Sábado;110.4;109.42;110.7;109.17;30.854702;18.02904;24.590088;16.214804;0.12500176
2013-08-18;616711.3;49.03;-0.03;2.2;1.21;4.37;56.78;0.0;Domingo;110.4;109.42;110.7;109.17;32.189533;17.887619;25.094374;15.687409;0.0
2013-08-19;740890.1;51.88;-0.01;1.77;1.35;4.67;59.66;0.0;Lunes;109.9;110.53;111.0;109.59;32.336338;18.629133;25.641188;17.89038;0.11749415
2013-08-20;764340.2;50.3;-0.15;1.93;1.48;4.5;58.05;0.0;Martes;110.15;109.67;110.73;108.61;32.550667;18.58367;25.646845;17.49847;0.0
2013-08-21;758145.2;55.31;0.02;2.12;1.46;4.57;63.48;0.0;Miércoles;109.81;110.11;110.28;109.23;32.811623;18.340351;25.635927;16.423334;0.0
2013-08-22;748772.7;55.0;-0.02;1.67;1.75;4.59;62.99;0.0;Jueves;109.9;109.7;110.15;109.4;31.781044;18.238401;25.092525;17.616932;0.0006108346
2013-08-23;733121.94;54.93;0.01;1.72;1.29;4.67;62.63;0.0;Viernes;111.04;109.9;111.23;109.77;31.278788;18.11158;24.747145;15.752206;0.0073465044
2013-08-24;687518.2;45.89;-0.21;2.66;1.14;4.2;53.67;0.0;Sábado;111.04;109.9;111.23;109.77;29.593216;17.802303;23.850052;18.985437;0.26934654
2013-08-25;622748.9;43.82;-0.49;4.31;1.42;4.2;53.25;0.0;Domingo;111.04;109.9;111.23;109.77;28.611475;16.779066;22.99865;18.149279;0.20567423
2013-08-26;733129.3;49.99;-0.14;2.2;1.7;4.52;58.27;0.0;Lunes;110.73;111.15;111.68;110.5;26.528528;17.234528;21.900309;18.072287;0.6274047
2013-08-27;743213.44;53.04;-0.03;1.92;1.76;4.42;61.11;0.0;Martes;114.36;111.16;115.29;110.73;27.780766;16.369427;22.090073;17.945536;0.109345034
2013-08-28;748910.6;48.69;-0.03;2.55;1.43;4.36;57.0;0.0;Miércoles;116.61;115.3;117.34;114.81;26.870447;17.017134;22.007538;19.719828;2.8116663
2013-08-29;738291.56;48.21;0.05;2.19;1.53;4.29;56.28;0.0;Jueves;115.16;115.86;117.04;114.18;26.14635;16.007061;21.096386;18.758013;1.522405
2013-08-30;741870.06;51.88;-0.07;1.74;1.11;4.33;58.98;0.0;Viernes;114.01;114.2;115.53;113.63;27.317095;15.342033;21.468306;15.613384;0.72435385
2013-08-31;682072.4;38.27;0.03;2.99;1.38;3.99;46.66;0.0;Sábado;114.01;114.2;115.53;113.63;28.533886;15.113825;21.746313;15.454877;0.0
2013-09-01;634788.75;39.68;-0.35;3.12;1.49;4.02;47.96;0.0;Domingo;114.01;114.2;115.53;113.63;29.149088;15.550883;22.378277;16.605549;0.0052783503
2013-09-02;735045.4;50.13;-0.04;2.14;1.6;5.48;59.32;0.0;Lunes;114.33;114.0;114.57;112.2;29.486847;15.838488;22.872808;15.466847;0.0
2013-09-03;760920.25;53.78;-0.03;2.1;1.38;5.32;62.55;0.0;Martes;115.68;114.45;116.0;114.06;30.476316;15.586226;23.093683;15.146257;0.0
2013-09-04;782122.56;52.17;-0.04;2.36;1.39;5.23;61.11;0.0;Miércoles;114.91;115.65;116.09;114.4;29.992002;15.58378;22.884192;16.830402;0.0
2013-09-05;768075.75;52.62;0.07;1.76;1.0;5.3;60.75;0.0;Jueves;115.26;114.95;115.55;114.29;27.76155;15.862601;22.085226;18.921238;0.8554046
2013-09-06;750903.7;57.71;-0.25;2.43;0.86;5.34;66.09;0.0;Viernes;116.12;115.35;116.56;115.02;27.038845;15.622117;21.486267;17.495153;0.5166825
2013-09-07;661739.4;50.8;-0.27;1.92;1.05;4.1;57.59;0.0;Sábado;116.12;115.35;116.56;115.02;23.736328;16.087383;19.956503;19.116703;5.1461577
2013-09-08;604699.2;46.81;-0.19;1.63;1.13;4.14;53.53;0.0;Domingo;116.12;115.35;116.56;115.02;25.870045;14.39955;20.134638;15.464577;0.3636347
2013-09-09;708746.5;52.68;0.04;1.41;1.1;5.49;60.73;0.0;Lunes;113.72;115.93;116.18;113.0;27.057655;13.738445;20.364521;15.425132;0.25455824
2013-09-10;750599.2;51.72;-0.15;1.48;0.95;5.25;59.25;0.0;Martes;111.25;113.0;113.55;110.59;27.318981;14.928429;21.335817;16.097124;0.6643155
2013-09-11;723120.9;33.3;0.15;3.13;1.68;5.07;43.33;0.0;Miércoles;111.5;111.52;112.49;111.02;24.966644;14.831086;19.921616;18.22238;0.7303684
2013-09-12;741712.25;46.21;-0.05;2.14;1.3;5.24;54.85;0.0;Jueves;112.63;111.51;113.05;111.33;26.449024;13.622753;20.171267;15.742971;0.0
2013-09-13;748462.2;52.14;-0.12;1.74;1.44;5.2;60.41;0.0;Viernes;112.78;112.87;112.91;111.6;27.607964;14.629572;21.293463;15.143433;0.042965278
2013-09-14;671618.2;51.04;0.04;1.09;1.37;4.06;57.6;0.0;Sábado;112.78;112.87;112.91;111.6;27.569475;15.150526;21.670546;17.076532;0.11142446
2013-09-15;652496.6;38.59;-0.38;3.26;1.82;3.94;47.24;0.0;Domingo;112.78;112.87;112.91;111.6;26.90809;15.3861265;21.231647;16.8395;0.1681082
2013-09-16;735278.3;54.02;0.0;1.92;1.55;5.49;62.98;0.0;Lunes;110.07;111.25;111.49;108.73;27.753128;14.264301;21.150194;16.919857;0.14787546
2013-09-17;758911.06;50.74;-0.18;2.73;1.52;5.23;60.04;0.0;Martes;108.19;109.5;110.0;107.41;25.960762;15.109796;20.721405;17.845463;0.18040286
2013-09-18;758461.6;53.53;0.18;2.38;1.37;5.3;62.75;0.0;Miércoles;110.6;107.85;111.06;107.64;26.718712;14.817032;20.985567;16.52902;0.075793125
2013-09-19;772729.0;53.98;-0.3;2.43;0.94;5.2;62.25;0.0;Jueves;108.76;110.92;111.26;108.52;26.73248;14.944961;21.01881;17.677408;0.23313338
2013-09-20;750299.1;55.92;-0.09;2.32;1.13;5.25;64.52;0.0;Viernes;109.22;108.62;109.67;108.4;27.531721;14.257641;20.98162;16.00063;0.031245511
2013-09-21;679104.2;49.62;-0.07;2.31;1.43;4.03;57.31;0.0;Sábado;109.22;108.62;109.67;108.4;28.207674;14.950401;21.737524;14.956316;0.0
2013-09-22;628576.94;50.08;-0.08;2.87;1.45;4.06;58.39;0.0;Domingo;109.22;108.62;109.67;108.4;29.04251;14.484256;21.99813;14.766357;0.0
2013-09-23;730918.56;58.11;0.15;2.0;1.74;5.52;67.51;0.0;Lunes;108.16;109.22;109.45;107.76;28.771132;14.923207;21.934654;15.251755;0.0
2013-09-24;724961.3;62.1;0.14;2.19;1.44;5.42;71.29;0.0;Martes;108.64;107.96;108.9;107.43;27.849516;15.056612;21.600382;14.939537;0.027726227
2013-09-25;729586.5;64.58;0.06;2.22;1.71;5.5;74.07;0.0;Miércoles;108.32;108.73;110.09;107.89;27.829388;15.671318;21.931107;16.621708;0.1278517
2013-09-26;728217.2;63.78;0.0;1.79;1.45;5.53;72.55;0.0;Jueves;109.21;108.0;109.26;108.0;28.267082;15.736946;22.088093;18.102411;0.0045073726
2013-09-27;729592.2;54.23;-0.02;2.57;2.01;5.46;64.24;0.0;Viernes;108.63;109.0;109.67;108.1;26.442066;17.043024;21.70968;20.203669;3.1254773
2013-09-28;650234.75;43.83;-0.09;3.16;1.59;4.11;52.6;0.0;Sábado;108.63;109.0;109.67;108.1;23.357605;16.444794;19.966536;22.622408;5.4957438
2013-09-29;630957.44;38.0;-0.3;4.21;2.03;3.89;47.83;0.0;Domingo;108.63;109.0;109.67;108.1;23.552223;16.012585;19.702856;21.440691;1.0991762
2013-09-30;704973.44;50.9;0.0;2.76;1.78;5.54;60.99;0.0;Lunes;108.37;108.2;108.68;107.22;24.656477;16.114275;20.446478;18.853792;2.5389965
2013-10-01;736312.06;53.0;-0.05;2.5;1.93;5.33;62.71;0.0;Martes;107.94;108.38;108.41;106.81;26.22053;17.449636;21.87793;19.099049;1.4223478
2013-10-02;721821.1;64.52;-0.1;2.72;2.22;5.44;74.8;0.0;Miércoles;109.19;107.55;109.48;107.44;26.809212;16.651909;21.917059;15.01257;1.0491117
2013-10-03;769771.0;54.74;-0.58;2.4;2.4;5.19;64.16;0.0;Jueves;109.0;108.9;109.85;108.58;25.041533;18.233381;21.779003;18.750265;2.4074914
2013-10-04;738278.94;68.11;-0.36;2.51;1.86;5.22;77.35;0.0;Viernes;109.46;108.69;109.77;108.61;24.40156;15.980897;20.280895;18.921183;5.849807
2013-10-05;665333.44;58.23;-0.11;1.77;2.01;3.95;65.85;0.0;Sábado;109.46;108.69;109.77;108.61;24.394613;13.267766;18.88764;14.387956;0.14317654
2013-10-06;626993.94;52.39;-1.13;2.72;2.29;3.89;60.15;0.0;Domingo;109.46;108.69;109.77;108.61;24.02041;13.13424;18.627209;13.92646;0.30490807
2013-10-07;710492.3;64.65;-0.43;2.65;2.29;5.28;74.45;0.0;Lunes;109.68;109.21;110.17;107.89;23.980675;12.539944;18.335007;13.180709;0.0026391752
2013-10-08;727472.75;62.66;-0.37;2.87;2.39;5.07;72.61;0.0;Martes;110.16;109.64;110.8;109.38;24.22036;11.815412;18.231728;14.089202;0.0
2013-10-09;721463.75;53.33;-0.18;2.76;1.85;4.96;62.71;0.0;Miércoles;109.06;110.16;110.25;108.12;23.640963;12.504657;18.260433;14.0002165;0.0
2013-10-10;739777.06;52.35;0.02;3.32;1.95;4.99;62.63;0.0;Jueves;111.8;109.04;112.0;108.92;23.483452;11.393493;17.548874;15.4220495;0.20390442
2013-10-11;721264.6;53.95;-0.09;3.87;1.5;4.98;64.2;0.0;Viernes;111.28;111.65;111.85;110.51;21.315832;10.279654;15.916557;17.726921;0.3138221
